new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ ADJ NOUN PUNCT VERB NOUN ADP PROPN PUNCT X ADP PROPN
@USER1844 @USER2432 we all know that jen wants jimin :)	PROPN PROPN PRON DET VERB SCONJ NOUN VERB VERB SYM
RT @USER448 : These crossover episodes were lit URL974	X X PUNCT DET NOUN NOUN AUX VERB NOUN
@USER1446 what ? 😂😂😂	VERB PRON PUNCT SYM
RT @USER1445 : The world not ready URL1605	X X PUNCT DET NOUN PART ADJ NOUN
RT @USER914 : Never give up on someone you ca n't go a day without thinking about .	X X PUNCT ADV VERB ADP ADP PRON PRON AUX PART VERB DET NOUN SCONJ VERB ADP PUNCT
Lee Joon fights the temptation to suck ? URL583 #kpop #kpopmusic	PROPN PROPN VERB DET NOUN ADP PROPN PUNCT PROPN PROPN X
AllGreen News : URL276 Top posts from : @USER1716 @USER319	PROPN NOUN PUNCT PROPN ADJ NOUN ADP PUNCT PROPN X
Shades Of Childhood Ruined , Make Sure You Close Your Eyes URL1291 URL1236	VERB ADP PROPN PROPN PUNCT VERB INTJ PRON VERB PRON NOUN NOUN X
Philips B 120 In.Sight Wireless HD Baby Monitor For IOS iPad iPhone Camera URL1089	PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN ADP PROPN PROPN PROPN X X
@USER2641 actually let all ships in svtfoe be platonic	PROPN ADV VERB DET NOUN ADP PROPN AUX ADJ
RT @USER2160 : 4x cause i liked my outfit from yesterday 💙 URL991	X X PUNCT VERB SCONJ PRON VERB PRON NOUN ADP NOUN SYM X
Kingpin killed as robbers , police engage in shootout in Aba URL1632	PROPN VERB ADP PROPN PUNCT NOUN NOUN ADP NOUN ADP PROPN NOUN
@USER2108 I wan na comment on your lovely smile but Dems gets all my attention . His unlooking is TIGHT !	PROPN PRON VERB PART VERB ADP PRON ADJ NOUN CCONJ VERB VERB DET PRON NOUN PUNCT PRON NOUN AUX ADJ PUNCT
You ai n't lying b 😂😂 URL511	PRON AUX PART VERB NOUN SYM X
RT @USER972 : When are we going to run out of usernames ?	X X PUNCT ADV AUX PRON VERB PART VERB ADP ADP PROPN PUNCT
RT @USER1697 : Follow everyone who retweets this 👀	X X PUNCT VERB PRON PRON VERB PRON NOUN
Multibionta 50 + Tablets - 30 Tablets - Pack of 2 - URL1529	PROPN NUM NUM PROPN PUNCT NUM PROPN PUNCT NOUN ADP NUM PUNCT PROPN
@USER1379 hi tisha hope you and your family are well take care 😀 xxxdavid	PROPN INTJ PROPN VERB PRON CCONJ PRON NOUN AUX ADV VERB NOUN SYM X
@USER194 #FiresideBricky meal . Chicken noodle soup and chai tea . URL669	PROPN ADJ NOUN PUNCT NOUN PROPN NOUN CCONJ ADJ NOUN PUNCT X
RT @USER2112 : The heart wants what it wants	X X PUNCT DET NOUN VERB PRON PRON VERB
RT @USER1570 : if i cry in front of you , just know , i reached my limit	X X PUNCT SCONJ PRON VERB ADP ADJ ADP PRON PUNCT ADV VERB PUNCT PRON VERB PRON NOUN
I left my yeti cup at my house this morning and come back to it just now to see that there is still ice in it 😍👍🏼	PRON VERB PRON ADJ PROPN ADP PRON NOUN DET NOUN CCONJ VERB ADV ADP PRON ADV ADV PART VERB SCONJ PRON AUX ADV VERB ADP PRON VERB
Fuck sake Ronaldo 😠 #Euros2016	INTJ NOUN PROPN NOUN X
@USER1387 what that mouth do	VERB PRON PRON NOUN VERB
RT @USER352 : HOW DOES BEN SIMMONS MAKE THIS PASS ? URL929	X X PUNCT ADV PROPN PROPN NOUN VERB PRON NOUN PUNCT X
@USER555 these kids on UMG but we won first then my teammates host was shit and last map went round 11	VERB DET NOUN ADP PROPN CCONJ PRON VERB ADV ADV PRON ADJ NOUN AUX NOUN CCONJ ADJ NOUN VERB NOUN NUM
RT @USER472 : " How old are u ? " * says age * " Awwww u r a baby ! " URL416	X X PUNCT PUNCT ADV ADJ AUX PRON PUNCT PUNCT PUNCT VERB ADJ PUNCT PUNCT VERB PRON AUX DET NOUN PUNCT PUNCT SYM
@USER1469 I watched the first three seasons , and i really liked it lol . Have nt seen it since though , i do nt watch much tv anymore .	PROPN PRON VERB DET ADJ ADJ NOUN PUNCT CCONJ PRON ADV VERB PRON INTJ PUNCT AUX PART VERB PRON ADP ADV PUNCT PRON AUX PART VERB ADJ NOUN ADV PUNCT
RT @USER871 : me as an eyeshadow URL1543	X X PUNCT PRON ADP DET NOUN NOUN
I found 494 people do not follow me back ( via URL1135 )	PRON VERB ADJ NOUN AUX PART VERB PRON ADV PUNCT ADP PROPN PUNCT
@USER183 do n't think the team had much say in where they drafted .	PROPN AUX PART VERB DET NOUN VERB ADV VERB ADP ADV PRON NOUN PUNCT
RT @USER541 : What if his name was James boob instead of James Bond haha	X X PUNCT PRON SCONJ PRON NOUN AUX PROPN NOUN ADV ADP PROPN PROPN INTJ
@USER190 @USER2091 she does nt read email , only k3 - mail and KKC - mail	PROPN PROPN PRON AUX PART VERB NOUN PUNCT ADV NOUN PUNCT NOUN CCONJ NOUN PUNCT NOUN
Cuba does n’t have trendy food trucks as some places do , but it does have an outdoor hot dog stand if you are ... URL1489	PROPN AUX PART VERB ADJ NOUN NOUN ADP DET NOUN VERB PUNCT CCONJ PRON AUX VERB DET ADJ ADJ NOUN VERB SCONJ PRON AUX PUNCT X
RT @USER1263 : by Finbarr Notte , inspired in the amazing beauty of #lacandelaviva #streetart @USER2141 @USER1888 URL574 …	X X PUNCT ADP PROPN NOUN PUNCT VERB ADP DET ADJ NOUN ADP PROPN PROPN PROPN X X PUNCT
Be first to apply - Retail Store Manager in Santa Cruz , CA URL984 #job	AUX ADJ ADP PROPN PUNCT PROPN PROPN NOUN ADP PROPN PROPN PUNCT PROPN PROPN NOUN
Gamer thug tears URL519	PROPN PROPN NOUN NOUN
RT @USER426 : RT @USER655 : Day 1 of install at #FDIC2016 URL1215	X X PUNCT X X PUNCT NOUN NUM ADP NOUN ADP PROPN NOUN
RT @USER1443 : " I hate Donald Trump " URL1255	X X PUNCT PUNCT PRON VERB PROPN PROPN PUNCT PROPN
RT @USER2597 : THE SEX SCENE URL383	X X PUNCT DET NOUN NOUN X
not going to change ...... lol	PART VERB PART VERB PROPN INTJ
RT @USER1199 : Tonight the @USER1200 World Tour kicks off with #ShawnWorldTourCologne 🙆🏻 URL1629	X X PUNCT VERB DET NOUN PROPN NOUN VERB ADP ADP PROPN PROPN X
RT @USER1275 : @USER737 @USER1807 I like that " United States of America V Pete Santili " hahahaha #Oregonstandoff	X X PUNCT PROPN PROPN PRON VERB PRON PUNCT PROPN PROPN ADP PROPN X X NOUN PUNCT INTJ X
' Pepper Spray Cop ' Gets $ 38,000 in Workers ' Comp URL702	PUNCT PROPN PROPN PROPN PUNCT PROPN SYM PROPN ADP PROPN PUNCT PROPN X
Expect you to change it , but I like Roman . It 'll forever remind me about earlier . " @USER794	VERB PRON PART VERB PRON PUNCT CCONJ PRON VERB PROPN PUNCT PRON AUX ADV VERB PRON ADP ADJ PUNCT PUNCT SYM
I need a new phone case 😖	PRON VERB DET ADJ NOUN NOUN X
RT @USER1102 : Thanks to U.S. Imperialism and Racism , Attacks on Muslims in Europe Increase - URL1332 URL424 …	X X PUNCT NOUN ADP PROPN PROPN CCONJ NOUN PUNCT VERB ADP NOUN ADP PROPN PROPN PUNCT PROPN NOUN PUNCT
RT @USER1150 : Qualify for a Place at the #AV/IT Leadership Summit , Aug 10 - 11 , in NYC #AVtweeps URL1127	X X PUNCT VERB ADP DET NOUN ADP DET NOUN PROPN NOUN PUNCT PROPN NUM PUNCT NUM PUNCT ADP PROPN PROPN X
@USER203 waiting for buses to celebrate #July4Canada URL1608	PROPN VERB ADP NOUN ADP PROPN PROPN X
RT @USER1047 : Rockstar in pune URL354	X X PUNCT VERB ADP PROPN X
RT @USER1808 : get yourself a girl who can do both URL937	X X PUNCT VERB PRON DET NOUN PRON AUX VERB DET NOUN
RT @USER2043 : #GrowingUpUgly #GrowingUpFat Not having crushes because you automatically know they 're not gon na like you back	X X PUNCT PROPN NOUN PART VERB NOUN SCONJ PRON ADV VERB PRON AUX PART VERB PART VERB PRON ADV
@USER1788 this weekend will be good tho	VERB DET NOUN AUX AUX ADJ ADV
I leave for college in 51 days 😝😝	PRON VERB ADP NOUN ADP PROPN NOUN X
Iron Man , the Hulk and Frozen 's Anna arrested in New York - Evening Express URL297 via @USER421	NOUN NOUN PUNCT DET NOUN CCONJ NOUN PART PROPN NOUN ADP PROPN PROPN PUNCT PROPN PROPN NOUN ADP PROPN
did we bother to ask if we should ’ve let this happen URL1622	AUX PRON VERB PART VERB SCONJ PRON AUX VERB VERB PRON VERB NOUN
RT @USER2386 : do U think uber drivers get lonely when their passengers leave	X X PUNCT AUX PRON VERB PROPN NOUN VERB NOUN ADV PRON VERB VERB
RT @USER1868 : My #TeenChoice for #ChoiceModel is @USER507	X X PUNCT PRON NOUN ADP PROPN AUX ADJ
@USER245 both	VERB DET
#Taurus Dolls make awesome moms ! They 're strict and loving .	PROPN PROPN VERB ADJ NOUN PUNCT PRON AUX ADJ CCONJ VERB PUNCT
Driver continuing to drive around 60 - 65 miles an hour on 91 Eastbound . @USER210 #KCAL9	PROPN NOUN PART VERB ADP NUM PUNCT PROPN VERB DET NOUN ADP PROPN PROPN PUNCT X X
RT @USER525 : Our tennis warm up 🎾 @USER300 URL948	X X PUNCT PRON NOUN ADJ ADP PROPN NOUN X
[ eBay.ca ] Nexus 5x $ 31 free shipping URL327 URL1250	PUNCT PROPN PUNCT PROPN PROPN SYM PROPN ADJ NOUN NOUN X
so at least I broke 1600 . Still sad I did n't make 1700 though . If only I had good teammates earlier , then I probably would 've made it	ADV ADV ADV PRON VERB PROPN PUNCT ADV ADJ PRON AUX PART VERB VERB ADV PUNCT SCONJ ADV PRON VERB ADJ ADJ ADV PUNCT ADV PRON ADV AUX AUX VERB PRON
@USER2140 oh shoot I ai n't getting that I need to look poppin in flash pics	PROPN INTJ PROPN PRON AUX PART VERB SCONJ PRON VERB PART VERB NOUN ADP PROPN X
Let your workings remain a mystery . Just show people the results . - Lao - tzu URL602	VERB PRON NOUN VERB DET NOUN PUNCT ADV VERB NOUN DET NOUN PUNCT PUNCT PROPN PUNCT PROPN X
RT @USER766 : RT for the chance to WIN this Minority Report inspired T-shirt before we officially release it . URL870	X X PUNCT VERB ADP DET NOUN PART VERB DET NOUN NOUN NOUN VERB SCONJ PRON VERB VERB PRON PUNCT X
RT @USER1193 : If you do n't think your friends have the ability to break your heart , you are so so wrong .	X X PUNCT SCONJ PRON AUX PART VERB PRON NOUN VERB DET NOUN PART VERB PRON NOUN PUNCT PRON AUX ADV ADV ADJ PUNCT
RT @USER2039 : At this point I do n't care if I 'm rude to guys like what part do n't ya fucking understand I do n't wan na talk to anyone	X X PUNCT ADP DET NOUN PRON AUX PART VERB SCONJ PRON AUX ADJ PART NOUN SCONJ PRON NOUN AUX PART PRON ADV VERB PRON AUX PART VERB PART VERB ADP PRON
@USER2179 Help us win & rt these 2 links please ? Thank you & have an amazing day ! 💕 URL798 URL853	PROPN VERB PRON VERB CCONJ VERB DET NUM PROPN INTJ PUNCT VERB PRON CCONJ VERB DET ADJ NOUN PUNCT SYM PROPN X
They are so cute . Congratulations . May Allah continue to bless your union . We need more cuties oh URL584	PRON AUX ADV ADJ PUNCT NOUN PUNCT AUX PROPN VERB PART VERB PRON NOUN PUNCT PRON VERB ADV NOUN INTJ X
Delhi air will never be safe because of its geographical disadvantage : panel to HC URL1614	PROPN PROPN AUX ADV AUX ADJ ADP ADP PRON SYM NOUN PUNCT VERB ADP VERB X
Bullet with butterfly wings .	VERB ADP PROPN PROPN PUNCT
When BB is perfect 😩😍🙌 @USER1548 URL458	ADV PROPN AUX ADJ NOUN NOUN X
@USER1026 PLEASE EXPLAIN TO ME WHY YOU TELLING ME TO SHUT UP WILL ACTUALLY GET ME TO SHUT UP	PROPN INTJ VERB SCONJ PRON ADV PRON VERB PRON PART NOUN SCONJ AUX NOUN VERB PRON ADP NOUN ADP
RT @USER1549 : " wyd this weekend ? " URL871	X X PUNCT PUNCT VERB DET NOUN PUNCT PUNCT SYM
Thankful for another 24	VERB ADP DET NUM
@USER1833 Imma stay at your pad	PROPN VERB VERB ADP PRON NOUN
um can one of my friends pick me up so we can go riding around & talking ?	INTJ AUX NUM ADP PRON NOUN VERB PRON ADV ADV PRON AUX VERB VERB ADJ CCONJ VERB PUNCT
@USER881 I suspect @USER786 's involvement now :/	PROPN PRON VERB NOUN PART ADJ ADV SYM
RT @USER1280 : This is your chance to ask question to LizQuen using ASK TatakLizQuen DolceAmore GrandFansDate #VoteEnriqueFPP #KCA URL0 …	X X PUNCT PRON AUX PRON NOUN PART VERB NOUN ADP PROPN VERB PROPN PROPN PROPN PROPN X X X PUNCT
RT @USER1262 : Your child reading before kindergarten ! This guide can make it happen #kindergarten #ASMSG URL459	X X PUNCT PRON NOUN VERB ADP NOUN PUNCT PRON NOUN AUX VERB PRON VERB PROPN NOUN NOUN
RT @USER1805 : Check out my article about Darren Espanto : URL1153 @USER1025 URL277	X X PUNCT VERB ADP PRON NOUN ADP PROPN X PUNCT PROPN NOUN X
RT @USER1241 : When Taeyeon went on the lift during " U R " and confetti fell , Yoona 's jaw dropped and she took a video of it . URL224 …	X X PUNCT ADV VERB VERB ADP DET NOUN ADP PUNCT PRON X PUNCT CCONJ ADJ VERB PUNCT PROPN PART ADJ NOUN CCONJ PRON VERB DET NOUN ADP PRON PUNCT X PUNCT
Excellent condition 1 BR in an Elevator building ( Gramercy ) $ 3825 1 bd URL478 URL575 #roommate	PROPN PROPN NUM NOUN ADP DET NOUN PROPN PUNCT PROPN PUNCT SYM PROPN NUM PROPN PROPN X X
URL988 Hey ! Check URL1640 for latest cs:go giveaways , free and no sign up needed ;)	PROPN INTJ PUNCT VERB VERB ADP ADJ PROPN NOUN PUNCT ADJ CCONJ DET NOUN ADP VERB SYM
RT @USER25 : Laurmani in red appreciation tweet #VeranoMTV2016 Fifth Harmony URL585	X X PUNCT VERB ADP ADJ NOUN NOUN X PROPN PROPN X
@USER2400 you thought	VERB PRON VERB
RT @USER1702 : hate is never the answer .	X X PUNCT VERB AUX ADV DET NOUN PUNCT
RT @USER1320 : VIDEO : Russian jets violently disrupt Free Syrian Army ceremony in western #Daraa URL402 URL1544 …	X X PUNCT X PUNCT PROPN PROPN PROPN PROPN ADJ NOUN NOUN NOUN ADP ADJ PROPN PROPN X PUNCT
RT @USER2545 : When you go through deep waters , I will be with you . Isaiah 43:2	X X PUNCT ADV PRON VERB ADP ADJ NOUN PUNCT PRON AUX AUX ADP PRON PUNCT X SYM
How many of you really knows that today is my birthday 😍😍 - No I know URL1611	ADV ADJ ADP PRON ADV VERB SCONJ NOUN AUX PRON NOUN NOUN PUNCT SCONJ PRON VERB SYM
#CD #Music On the 6 , #JenniferLopez , New URL840 #Deal #Bargain	PROPN VERB ADP DET NUM PUNCT PROPN PUNCT ADJ NOUN NOUN X
RT @USER1261 : @USER2115 so was I . Especially because he is literally in the room right next to me and I could hear him laughing whi …	X X PUNCT PROPN ADV AUX PRON PUNCT VERB SCONJ PRON AUX ADV ADP DET NOUN ADV ADJ ADP PRON CCONJ PRON AUX VERB PRON NOUN NOUN PUNCT
" He , once again , ripped strands of his hair out and ran to his lair . Preparing for a wonderful barrage . A barrage of excellence . "	PUNCT PRON PUNCT ADV ADV PUNCT VERB VERB ADP PRON NOUN ADV CCONJ VERB ADP PRON NOUN PUNCT VERB ADP DET ADJ NOUN PUNCT DET NOUN ADP PROPN PUNCT PUNCT
@USER1631 so sad I have to miss it 💔 but we will just do a redo when I get back after all you can never have too many 21st birthdays	PROPN ADV ADJ PRON VERB PART VERB PRON SYM CCONJ PRON AUX ADV VERB DET NOUN ADV PRON VERB ADV SCONJ SCONJ PRON AUX ADV VERB ADV ADJ ADJ NOUN
Oh , dear . It 's like the dills who accuse Julan Burnside of making money out of #refugees , do n't bother 2 read . URL1425	INTJ PUNCT ADJ PUNCT PRON AUX VERB DET NOUN PRON VERB PROPN NOUN SCONJ VERB NOUN ADP ADP PROPN PUNCT AUX PART ADJ NUM NOUN PUNCT X
2 people followed me // automatically checked by URL1009	NUM NOUN VERB PRON SYM ADV VERB ADP PROPN
@USER2161 but she been a little distant lately URL1184	PROPN CCONJ PRON AUX DET ADJ NOUN ADV SYM
@USER840 😭 I 'll be your buddy	PROPN SYM PRON AUX AUX PRON NOUN
The Dildo Selfie Stick Exists And We Do n't Know How to Fe ... URL505 URL846	DET ADJ NOUN PROPN PROPN CCONJ PRON AUX PART VERB ADV ADP PROPN PUNCT X X
Be you , and be OK with it . It 's the only way you can be truly happy . Be true to yourself . URL718	AUX PRON PUNCT CCONJ AUX ADJ ADP PRON PUNCT PRON AUX DET ADJ NOUN PRON AUX AUX ADV ADJ PUNCT AUX ADJ ADP PRON PUNCT X
RT @USER1879 : Need extra cash for July 4 weekend ?? Come an flip your cash with me starting at $ 150 , Dm me for more info URL224 …	X X PUNCT VERB ADJ NOUN ADP PROPN ADP NOUN PUNCT VERB DET ADJ PRON NOUN ADP PRON VERB ADP SYM PROPN PUNCT VERB PRON ADP ADJ NOUN X PUNCT
@USER1112 : PM @USER351 struggles to secure EU Deal . See his policy record and latest activity here URL670	PROPN PUNCT NOUN PROPN NOUN ADP PROPN PROPN PROPN PUNCT VERB PRON NOUN NOUN CCONJ ADJ NOUN ADV SYM
o i found one with cloud	INTJ PRON VERB NUM ADP NOUN
RT @USER1464 : Beautiful Chandelier made of Spoons . URL615	X X PUNCT ADJ NOUN VERB ADP PROPN PUNCT X
RT @USER752 : you want it to stop ? how about you just now hear me out for a second how about how about you JUST GIT FUCKING GUD URL221 …	X X PUNCT PRON VERB PRON PART VERB PUNCT ADV ADP PRON ADV ADV VERB PRON ADP ADP DET ADJ ADV ADP ADV ADP PRON ADV PROPN ADV X X PUNCT
RT @USER1268 : Love this ! " Casa Dos Chicos hilltop villa - Villas for Rent in Nayarit " @USER1579 #Travel URL903	X X PUNCT VERB PRON PUNCT PUNCT PROPN PROPN PROPN PROPN NOUN PUNCT NOUN ADP NOUN ADP PROPN PUNCT PROPN NOUN X
RT @USER324 : Ok thread of Chris ' looks cause he lowkey fashionista and ppl sleeping : #ChrisBrown #ICHOOSEBREEZY #backtosleep #Viewer …	X X PUNCT INTJ NOUN ADP PROPN PUNCT VERB VERB PRON VERB ADJ CCONJ NOUN NOUN PUNCT PROPN PROPN X X PUNCT
RT @USER1232 : Amen Bishop Father God please help da USA n help us 2 remove our pride n haughty spirits before da fall n Jesus ' Name ht …	X X PUNCT PROPN PROPN NOUN PROPN INTJ VERB DET PROPN CCONJ VERB PRON NUM VERB PRON NOUN CCONJ NOUN VERB SCONJ DET NOUN CCONJ PROPN PUNCT NOUN X PUNCT
RT @USER1258 : Janitors might as well quit URL1340	X X PUNCT PROPN AUX ADP ADV VERB SYM
RT @USER2565 : Glencoe Lochan by Alan Howe Photography on Flickr ( cc ) #Scotland #photography #forest URL270	X X PUNCT PROPN NOUN ADP PROPN PROPN NOUN ADP PROPN PUNCT PROPN PUNCT PROPN PROPN NOUN X
RT @USER524 : Grey 's Anatomy season 13 is expected to premiere on September 22 . RT to save a life .	X X PUNCT PROPN PART ADJ NOUN NOUN AUX ADJ PART NOUN ADP PROPN NOUN PUNCT VERB PART VERB DET NOUN PUNCT
@USER1107 @USER2064 see the unnecessary fear by an MD . So cruel . URL731	PROPN PROPN VERB DET NOUN NOUN ADP DET NOUN PUNCT ADV PROPN PUNCT X
@USER1710 Glad to see I was n't the only one to think of that ! " No networks ! "	PROPN ADJ PART VERB PRON AUX PART DET ADJ NOUN PART VERB ADP PRON PUNCT PUNCT DET NOUN PUNCT PUNCT
Really trying to get rid of these lmk if you interested !! URL319	ADV VERB PART VERB ADJ ADP DET NOUN SCONJ PRON ADJ PUNCT X
RT @USER2352 : @USER1947 WHY YOU DO THAT TO ME ? I BEEN WRITING ONE HUNDRED TEN TWEET WITH THE SAME QUESTION AND YOU JUST IGNORE M …	X X PUNCT PROPN ADV PRON AUX PRON ADP PRON PUNCT PRON VERB PROPN PROPN PROPN PROPN VERB ADP DET NOUN NOUN CCONJ PRON ADV ADJ NOUN PUNCT
The latest The Claudio Russo Daily ! URL970 Thanks to @USER365 @USER2218 #brexit #technology	DET ADJ DET NOUN PROPN PROPN PUNCT PROPN NOUN ADP PROPN PROPN NOUN NOUN
RT @USER380 : " The Largest Swimming Pool in the World Found at URL606 URL1043 "	X X PUNCT PUNCT DET NOUN NOUN VERB ADP DET PROPN VERB ADP PROPN PROPN PUNCT
RT @USER860 : Season 6 is coming soon . #TeenWolf URL1569	X X PUNCT NOUN NUM AUX VERB ADV PUNCT PROPN X
RT @USER2082 : I need to see #FindingDory	X X PUNCT PRON VERB PART VERB SYM
RT @USER2533 : Rihanna made this a hit , obviously . " So live ya life , ayeeeeee " 😛 URL800	X X PUNCT PROPN VERB DET DET VERB PUNCT ADV PUNCT PUNCT ADV VERB PRON NOUN PUNCT INTJ PUNCT VERB X
RT @USER260 : The Greatest Boyfriend Ever Proposed At A @USER199 Meet And Greet URL971 via @USER1711 htt …	X X PUNCT DET NOUN NOUN ADV VERB ADP DET NOUN NOUN CCONJ VERB NOUN ADP PROPN X PUNCT
RT @USER1664 : Got ta respect Laremy Tunsil tweeting out how strong his lungs are 10 minutes before he gets drafted URL1101 …	X X PUNCT VERB PART VERB PROPN PROPN VERB ADP ADV ADJ PRON NOUN AUX NUM NOUN SCONJ PRON VERB ADJ NOUN PUNCT
@USER723 act u prob right bc my trip next year is gon na cost like 10 k	PROPN VERB PRON VERB ADV SCONJ PRON NOUN ADJ NOUN AUX VERB PART NOUN ADP NUM NUM
⚡️ “ Michelle Obama brought down the DNC house ” URL864	PROPN PUNCT PROPN PROPN VERB ADP DET PROPN NOUN PUNCT X
RT @USER1692 : @USER1674 I was thinking the same thing	X X PUNCT INTJ PRON AUX VERB DET ADJ NOUN
Amazon Kindle 3 keyboard . D00901 . Never Used Still In Plastic - Bid Now ! Only $ 27.01 URL676 URL555	PROPN PROPN NUM NOUN PUNCT PROPN PUNCT ADV VERB ADV ADP NOUN PUNCT VERB ADV PUNCT ADV SYM PROPN PROPN X
RT @USER1415 : I 'd talk about how ZTD came out or how Sigma 's one can be folded up . [ Sat July 2 3:45 pm - 4:45 pm ] [ Place : 408 AB ] I hope …	X X PUNCT PRON AUX VERB ADP ADV NOUN VERB ADV CCONJ ADV NOUN PART NOUN AUX AUX ADJ ADP PUNCT PUNCT PROPN PROPN NUM PROPN NOUN PUNCT PROPN NOUN PUNCT PUNCT PROPN PUNCT PROPN PROPN PUNCT PRON VERB PUNCT
Book release news , and enter to win a $ 25 Amazon gift card ! URL442 #ya #scifi #mystery	PROPN VERB NOUN PUNCT CCONJ VERB PART VERB DET SYM NUM PROPN X NOUN PUNCT PROPN PROPN NOUN X
Eagles of Death Metal return : ' Much more than a show ' URL732 URL480	PROPN ADP PROPN NOUN NOUN PUNCT PUNCT ADJ ADJ ADP DET NOUN PUNCT SYM X
San Miguel , Telstra talks break down URL667	PROPN PROPN PUNCT PROPN NOUN NOUN ADP SYM
#Jesus is not a part time Lord . Amen	PROPN AUX PART DET NOUN NOUN PROPN PUNCT X
Today is the last day I ask my boyfriend to do any prep work for dinner . Boy do n't know how to season anything	NOUN AUX DET ADJ NOUN PRON VERB PRON NOUN PART VERB DET NOUN NOUN ADP NOUN PUNCT PROPN AUX PART VERB ADV ADP NOUN PRON
RT @USER707 : Take some time today and thank God for sending his Son Jesus so that our sins could be forgiven and we can be free . #goodfr …	X X PUNCT VERB DET NOUN NOUN CCONJ VERB PROPN ADP PROPN PRON NOUN PROPN ADV SCONJ PRON NOUN AUX AUX ADJ CCONJ PRON AUX AUX ADJ PUNCT PROPN PUNCT
RT @USER1786 : Arheologist prof. Diana Gergova shows newly discovered mystical ... #velingrad URL1635	X X PUNCT PROPN NOUN PROPN PROPN NOUN NOUN X NOUN PUNCT X X
RT @USER1596 : SLIM THICK W YO CUTE AH @USER1528 URL579	X X PUNCT PROPN PROPN X PROPN PROPN PROPN NOUN X
RT @USER186 : These Failed Tattoos Are Just Absolutely Hilarious … It Will Make You Cry with Laughter URL328 URL223 …	X X PUNCT DET NOUN NOUN AUX ADV ADJ X PUNCT PRON AUX VERB PRON VERB ADP PROPN PROPN X PUNCT
RT @USER950 : I 'm a failure . Allah is my forgiver . I 'm a sinner . Allah is my savior . I 'm broken . Allah is healer .	X X PUNCT PRON AUX DET NOUN PUNCT PROPN AUX PRON NOUN PUNCT PRON AUX DET NOUN PUNCT PROPN AUX PRON NOUN PUNCT PRON AUX ADJ PUNCT PROPN AUX PROPN PUNCT
Great thanks to @USER2580 for allowing me to announce a great night of fights at the @USER1942 . Hope to be back soon .	ADJ NOUN PART VERB SCONJ VERB PRON PART VERB DET ADJ NOUN ADP VERB ADP DET NOUN PUNCT VERB PART AUX ADV ADV PUNCT
RT @USER262 : #JESUS Said , Before Abraham Was , " I AM ! " In John 's Gospel , Jesus said , " I AM " 7 Different Times . Ch. 6 , 8 , 10 , 11 , 15 URL218 …	X X PUNCT PROPN NOUN PUNCT ADP PROPN NOUN PUNCT PUNCT PRON VERB PUNCT PUNCT ADP PROPN PART PROPN PUNCT PROPN VERB PUNCT PUNCT PRON PROPN PUNCT NUM ADJ PROPN PUNCT PROPN NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM X PUNCT
He 'll always come back home cause I 'm his backbone 😏	PRON AUX ADV VERB ADV ADV SCONJ PRON AUX PRON NOUN NOUN
Seven hours of video show changes in accused Tochigi killer 's demeanor URL691	ADJ NOUN ADP NOUN NOUN VERB ADP PROPN PROPN PROPN PART ADJ X
@USER1568 lol where Uu wan na go Pee ? 😂😂	PROPN INTJ ADV PROPN VERB PART VERB PROPN PUNCT SYM
Dealing With Erectile Dysfunction URL892	VERB ADP PROPN PROPN X
@USER755 let 's fuckin go	PROPN VERB PART VERB VERB
@USER1264 " WHERE !? " Quickly looks around for the Pichu . " WHERE IS IT !? "	PROPN PUNCT PROPN PUNCT PUNCT PROPN VERB ADJ ADP DET NOUN PUNCT PUNCT PROPN AUX PRON PUNCT PUNCT
Not looking forward to going back to work tomorrow	PART VERB ADV PART VERB ADV PART VERB NOUN
RT @USER1344 : Ordering Wine at a Restaurant : The Cheat Sheet URL1277 #wine #winelovers #food URL1136	X X PUNCT VERB ADJ ADP DET NOUN PUNCT DET VERB PROPN PROPN PROPN PROPN X X
RT @USER1138 : " You say you want a Revolution ... " Hell yeah !!! #Beatles #FeelTheBern #NYPrimary URL624	X X PUNCT PUNCT PRON VERB PRON VERB DET NOUN PUNCT PUNCT NOUN INTJ PUNCT PROPN PROPN NOUN X
@USER23 break the plans we had before let 's be unpredictable	PROPN VERB DET NOUN PRON VERB SCONJ VERB PART AUX ADJ
RT @USER1360 : she 'll show you the world through her eyes URL741	X X PUNCT PRON AUX VERB PRON DET NOUN ADP PRON NOUN X
The Initial step For Internet marketing Success URL1553	DET NOUN VERB ADP NOUN NOUN NOUN X
RT @USER692 : We can live with the confidence that all of our sins have been washed away . That ’s the power of the blood .	X X PUNCT PRON AUX VERB ADP DET NOUN PRON DET ADP PRON NOUN AUX AUX VERB ADV PUNCT PRON AUX DET NOUN ADP DET NOUN PUNCT
Getting ready ... @ Pasco Ephesus Seventh - day Adventist Church URL823	VERB ADJ PUNCT ADP PROPN PROPN PROPN PUNCT NOUN PROPN NOUN X
RT @USER1823 : rebecca mader is so hot .	X X PUNCT PROPN NOUN AUX ADV ADJ PUNCT
